Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"González, Angel",VOL,Godoy Cruz AT,300000,0,0,0,0,0,0,0,0,6,2,6,11,5,6,5,7.0,41.0,5.86,7.0,41.0,5.86,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Gonzalez, Daniel",VOL,Godoy Cruz AT,2600000,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jerez Silva, Luis",VOL,Godoy Cruz AT,2600000,0,0,0,0,0,0,0,0,3,3,5,6,6,5,4,7.0,32.0,4.57,7.0,32.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Mercado, Kevin",VOL,Godoy Cruz AT,2900000,0,0,0,14,5,6,7,5,7,6,6,5,5,0,4,11.0,70.0,6.36,11.0,70.0,6.36,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Moyano, Gabriel",VOL,Godoy Cruz AT,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zuqui, Fernando",VOL,Godoy Cruz AT,2300000,4,4,4,7,3,6,6,6,6,5,6,6,9,0,5,12.0,69.0,5.75,14.0,77.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
"Ayoví, Jaime",DEL,Godoy Cruz AT,5200000,0,3,10,7,5,2,0,-1,10,5,9,6,3,0,0,10.0,56.0,5.6,11.0,59.0,5.36,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
"Caruso, Leandro",DEL,Godoy Cruz AT,3500000,4,0,5,0,0,0,0,0,0,4,0,0,0,0,0,2.0,9.0,4.5,3.0,13.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Correa, Javier",DEL,Godoy Cruz AT,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,2.0,3.0,1.5,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Fernández, Leandro 1",DEL,Godoy Cruz AT,3600000,6,11,6,13,10,-1,14,0,4,5,5,5,4,6,4,12.0,75.0,6.25,14.0,92.0,6.57,6.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0
"Garro, Juan",DEL,Godoy Cruz AT,2300000,5,0,10,7,5,0,10,4,0,0,0,0,0,3,4,7.0,43.0,6.14,8.0,48.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Vila, Luis",DEL,Godoy Cruz AT,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Díaz, Marcos",ARQ,Huracán,4000000,4,15,0,0,2,9,7,3,5,0,5,2,16,3,4,10.0,56.0,5.6,12.0,75.0,6.25,0.0,0.0,0.0,0.0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
"Femia, Lucas",ARQ,Huracán,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Giordano, Matías",ARQ,Huracán,2600000,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2.0,5.0,2.5,2.0,5.0,2.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Marinelli, Gonzalo",ARQ,Huracán,1700000,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Arano, Carlos",DEF,Huracán,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.0,7.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Balbi, Luciano",DEF,Huracán,3300000,6,6,5,0,0,9,7,0,0,0,4,5,4,4,4,8.0,42.0,5.25,10.0,54.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
"Blázquez, Matías",DEF,Huracán,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carrera, Santiago",DEF,Huracán,2000000,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Domínguez, Eduardo",DEF,Huracán,4000000,6,8,0,0,4,9,5,5,5,0,0,0,4,24,0,9.0,56.0,6.22,11.0,70.0,6.36,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0
"Echeverría, Santiago",DEF,Huracán,2000000,5,0,5,7,0,8,0,0,4,2,5,3,4,0,3,9.0,41.0,4.56,10.0,46.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
"Ferrero, Alexis",DEF,Huracán,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mancinelli, Federico",DEF,Huracán,3200000,0,7,0,6,5,8,0,6,0,0,2,4,0,0,0,6.0,31.0,5.17,7.0,38.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
"Nervo, Martín",DEF,Huracán,4500000,5,7,6,0,5,8,2,5,5,4,3,5,5,5,5,12.0,58.0,4.83,14.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
"Sosa, Lucas",DEF,Huracán,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sotelo, Guillermo",DEF,Huracán,2800000,0,0,5,5,4,0,2,2,1,0,0,0,0,0,0,6.0,19.0,3.17,6.0,19.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
"Zaragoza, Leonardo",DEF,Huracán,2700000,0,0,0,5,0,0,2,0,2,0,0,0,0,4,0,4.0,13.0,3.25,4.0,13.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Barbeito, Tomás",VOL,Huracán,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bruna, Nicolás",VOL,Huracán,1800000,0,0,0,1,0,0,4,0,4,4,0,0,0,0,0,4.0,13.0,3.25,4.0,13.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Distéfano, David",VOL,Huracán,900000,0,0,0,4,0,0,0,0,0,-1,0,0,0,0,14,3.0,17.0,5.67,3.0,17.0,5.67,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Favalli, Lucas",VOL,Huracán,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gallegos, Ezequiel",VOL,Huracán,2400000,0,0,5,5,5,0,0,4,4,3,0,0,0,5,4,8.0,35.0,4.38,8.0,35.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mandarino, Germán",VOL,Huracán,3400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montenegro, Daniel",VOL,Huracán,5900000,0,0,4,5,5,0,6,0,5,12,0,0,4,0,4,8.0,45.0,5.63,8.0,45.0,5.63,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Moreno y Fabianesi, Iván",VOL,Huracán,3600000,0,0,3,12,0,6,0,4,4,4,0,0,0,0,0,6.0,33.0,5.5,6.0,33.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Nieto, Luciano",VOL,Huracán,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Robledo, Gabriel",VOL,Huracán,600000,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Romero Gamarra, Alejandro",VOL,Huracán,2700000,5,6,0,0,5,7,5,2,0,0,4,0,0,0,0,5.0,23.0,4.6,7.0,34.0,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Toranzo, Patricio",VOL,Huracán,4600000,6,2,0,0,13,8,5,0,0,0,6,4,5,6,5,8.0,52.0,6.5,10.0,60.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Villarruel, Lucas",VOL,Huracán,3100000,6,5,0,0,0,6,0,6,0,0,2,5,2,6,0,6.0,27.0,4.5,8.0,38.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Vismara, Federico",VOL,Huracán,4300000,4,5,0,0,6,8,4,7,0,0,6,4,5,0,5,9.0,45.0,5.0,11.0,54.0,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Abila, Ramón",DEL,Huracán,4000000,2,10,5,5,3,30,5,5,0,0,0,0,4,9,6,9.0,72.0,8.0,11.0,84.0,7.64,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Borghello, Iván",DEL,Huracán,3200000,0,0,12,3,0,0,0,0,4,0,0,3,0,0,0,4.0,22.0,5.5,4.0,22.0,5.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Campana, Lucas",DEL,Huracán,300000,0,0,0,8,0,0,0,4,4,4,0,0,0,0,0,4.0,20.0,5.0,4.0,20.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"D'Alia, Patricio",DEL,Huracán,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Espinoza, Cristian",DEL,Huracán,4400000,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2.0,8.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Gil Clarotti, Agustín",DEL,Huracán,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Orieta, Matías",DEL,Huracán,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Puch, Edson",DEL,Huracán,2700000,0,0,0,6,6,8,5,0,0,0,-1,0,4,0,0,6.0,28.0,4.67,6.0,28.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Torassa, Agustín",DEL,Huracán,3000000,5,5,0,0,0,0,0,0,5,6,8,8,4,4,6,7.0,41.0,5.86,9.0,51.0,5.67,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Daffonchio, Facundo",ARQ,Independiente,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Depotte, Alan",ARQ,Independiente,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montoya, Germán",ARQ,Independiente,3600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rodríguez, Diego Matías",ARQ,Independiente,4800000,10,5,3,3,5,9,3,4,4,8,5,4,6,10,11,13.0,75.0,5.77,15.0,90.0,6.0,1.0,0.0,1.0,1.0,15.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
"Aguilera, Emanuel",DEF,Independiente,3600000,0,0,4,2,5,6,5,6,0,0,0,5,0,0,17,8.0,50.0,6.25,8.0,50.0,6.25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
"Barrios, Rafael",DEF,Independiente,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Breitenbruch, Néstor",DEF,Independiente,3500000,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cuesta, Víctor",DEF,Independiente,3700000,3,5,3,4,3,16,5,5,4,6,4,0,4,8,5,12.0,67.0,5.58,14.0,75.0,5.36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
"Figal, Nicolás",DEF,Independiente,2000000,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Papa, Emiliano",DEF,Independiente,4000000,6,7,6,5,5,0,3,0,0,7,0,0,5,7,2,8.0,40.0,5.0,10.0,53.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
"Tagliafico, Nicolás",DEF,Independiente,4000000,3,5,6,3,5,8,2,3,5,6,5,5,5,8,5,13.0,66.0,5.08,15.0,74.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
"Toledo, Gustavo",DEF,Independiente,3100000,5,5,6,4,6,9,4,5,6,6,3,0,4,7,4,12.0,64.0,5.33,14.0,74.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"Tula, Cristian",DEF,Independiente,3800000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vallés, Gabriel",DEF,Independiente,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Victorino, Mauricio",DEF,Independiente,3500000,0,0,0,0,0,0,0,0,0,8,6,3,5,7,3,6.0,32.0,5.33,6.0,32.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
"Villalba, Lucas",DEF,Independiente,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Zárate, Alexis",DEF,Independiente,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aquino, Claudio",VOL,Independiente,3300000,0,0,0,0,3,6,0,0,0,0,0,0,0,5,0,3.0,14.0,4.67,3.0,14.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Bellocq, Franco",VOL,Independiente,3000000,5,0,0,0,0,0,0,0,5,0,1,0,0,4,0,3.0,10.0,3.33,4.0,15.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Graciani, Gabriel",VOL,Independiente,3400000,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,3.0,15.0,5.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Mancuello, Federico",VOL,Independiente,8000000,6,4,20,11,0,14,0,0,6,7,5,0,1,0,0,8.0,64.0,8.0,10.0,74.0,7.4,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0
"Méndez, Jesús",VOL,Independiente,4500000,0,0,0,0,5,13,3,6,3,6,5,6,2,2,0,10.0,51.0,5.1,10.0,51.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
"Ortiz, Christian",VOL,Independiente,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pisano, Matías",VOL,Independiente,4900000,7,17,4,3,11,6,3,6,5,5,20,6,6,5,5,13.0,85.0,6.54,15.0,109.0,7.27,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
"Rodríguez, Diego",VOL,Independiente,2900000,6,4,6,6,4,5,14,3,6,0,0,0,0,0,0,7.0,44.0,6.29,9.0,54.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Vitale, Julián",VOL,Independiente,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2.0,8.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Albertengo, Lucas",DEL,Independiente,5500000,24,6,11,3,12,11,4,10,4,5,5,10,5,15,3,13.0,98.0,7.54,15.0,128.0,8.53,8.0,8.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Benítez, Martín",DEL,Independiente,1700000,0,5,0,0,0,0,0,7,0,6,5,4,4,0,0,5.0,26.0,5.2,6.0,31.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lucero, Juan Martín",DEL,Independiente,4800000,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1.0,5.0,5.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pizzini, Francisco",DEL,Independiente,3000000,0,0,0,0,5,0,5,0,4,0,5,5,0,0,0,5.0,24.0,4.8,5.0,24.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Riaño, Claudio",DEL,Independiente,4500000,0,0,0,4,0,11,12,5,5,4,0,0,4,4,4,9.0,53.0,5.89,9.0,53.0,5.89,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rodríguez, Agustín Eloy",DEL,Independiente,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Valencia, José",DEL,Independiente,4000000,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,2.0,8.0,4.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Acosta Luna, Aín",ARQ,Lanús,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Avellaneda, Nicolás",ARQ,Lanús,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ibáñez, Matías",ARQ,Lanús,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Monetti, Fernando",ARQ,Lanús,5600000,9,8,2,9,5,7,1,5,5,3,3,4,5,9,6,13.0,64.0,4.92,15.0,81.0,5.4,0.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
"Araujo, Carlos",DEF,Lanús,3500000,5,5,5,7,6,7,3,4,7,0,3,5,4,6,0,11.0,57.0,5.18,13.0,67.0,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
"Barisone, Diego",DEF,Lanús,3400000,0,8,3,7,6,7,4,3,6,4,6,6,6,8,3,13.0,69.0,5.31,14.0,77.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
"Braghieri, Diego",DEF,Lanús,3900000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0,5.0,5.0,2.0,13.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Gómez, Gustavo",DEF,Lanús,3700000,9,8,6,5,6,7,0,3,4,4,3,7,4,6,0,11.0,55.0,5.0,13.0,72.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0
"Monteseirín, Facundo",DEF,Lanús,1900000,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Silva, Alejandro",DEF,Lanús,2200000,0,0,0,0,0,0,0,0,3,3,0,6,0,0,4,4.0,16.0,4.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Velázquez, Maxi",DEF,Lanús,3800000,8,8,5,7,7,0,4,3,5,4,7,5,4,0,15,11.0,66.0,6.0,13.0,82.0,6.31,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
"Aguirre, Nicolás",VOL,Lanús,3900000,0,6,3,4,0,0,0,5,11,6,0,0,0,0,0,5.0,29.0,5.8,6.0,35.0,5.83,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ayala, Víctor",VOL,Lanús,4300000,9,5,3,6,6,17,-2,6,6,12,5,15,6,5,9,13.0,94.0,7.23,15.0,108.0,7.2,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0
"Bailone, Ignacio",VOL,Lanús,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Benítez, Oscar",VOL,Lanús,3600000,6,0,0,4,7,4,5,5,0,0,0,6,14,5,4,10.0,54.0,5.4,11.0,60.0,5.45,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Cáceres, Maximiliano",VOL,Lanús,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fritzler, Matías",VOL,Lanús,4300000,6,4,1,0,6,6,5,5,0,3,0,0,0,6,7,8.0,39.0,4.88,10.0,49.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
"Ibañez, Joaquín",VOL,Lanús,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Leto, Sebastián",VOL,Lanús,4400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ortiz, Jorge",VOL,Lanús,4500000,5,6,5,5,14,12,4,4,9,6,3,2,5,6,6,13.0,81.0,6.23,15.0,92.0,6.13,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
"Pasquini, Nicolás",VOL,Lanús,3000000,0,0,0,0,6,5,5,0,0,0,5,5,6,5,0,7.0,37.0,5.29,7.0,37.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acosta, Lautaro",DEL,Lanús,5000000,3,11,16,6,7,7,3,4,3,0,2,0,7,20,5,11.0,80.0,7.27,13.0,94.0,7.23,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0
"Astina, Marcos",DEL,Lanús,1800000,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2.0,9.0,4.5,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Di Renzo, Gonzalo",DEL,Lanús,500000,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2.0,9.0,4.5,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"González, Matías",DEL,Lanús,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
